PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
4364;3996946;Andrena wolkella;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4365;3996945;Andrena subopaca;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4366;3996944;Andrena semilaevis;pískorypka promáèklá;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;EN;;;234;340;20081217
4367;3996943;Andrena carantonica;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4368;3996942;Andrena proxima;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;DD;;;234;340;20081217
4369;3996941;Andrena nitida;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4370;3996940;Andrena nanula;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;RE;;;234;340;20081217
4371;3996939;Andrena nanaeformis;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;RE;;;234;340;20081217
4372;3996938;Andrena minutuloides;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4373;3996937;Andrena labiata;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4374;3996213;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;NT;;;234;340;20081217
4375;3996212;Andrena helvola;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4376;3996211;Andrena gravida;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4377;3996210;Andrena fulva;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4378;3996209;Andrena fucata;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4379;3996208;Andrena propinqua;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;234;340;20081217
4380;3996207;Andrena pilipes;pískorypka zemní;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;1011506;PP Baba;5852;Dejvice;-744501;-1039348;PÁDR Z. (1988) IP vıskytu blanokøídlích v chránìnıch územích Baba, Podbabské a Sedlecké skály a Dolní Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;NT;;;234;340;20081217
4381;3996191;Andrena nitida;;Blanokøídlí;Pádr Zdenìk;19930101;19931231;;1011533;PP Jabloòka;5852;Libeò;-741080;-1040018;PÁDR Z. (1993) Hymenopterologickı prùzkum CHÚ Jabloòka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;215;105;20081217
4382;3996190;Andrena helvola;;Blanokøídlí;Pádr Zdenìk;19930101;19931231;;1011533;PP Jabloòka;5852;Libeò;-741080;-1040018;PÁDR Z. (1993) Hymenopterologickı prùzkum CHÚ Jabloòka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;215;105;20081217
4383;3996189;Andrena haemorrhoa;;Blanokøídlí;Pádr Zdenìk;19930101;19931231;;1011533;PP Jabloòka;5852;Libeò;-741080;-1040018;PÁDR Z. (1993) Hymenopterologickı prùzkum CHÚ Jabloòka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;215;105;20081217
4384;3995417;Andrena subopaca;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4385;3995416;Andrena semilaevis;pískorypka promáèklá;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;EN;;;270;568;20081217
4386;3995411;Andrena praecox;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif., novìji nesbírán;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4387;3995409;Andrena nanula;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.A. nanula subnuda;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;RE;;;270;568;20081217
4388;3995408;Andrena haemorrhoa;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4389;3995407;Andrena fucata;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4390;3995406;Andrena florivaga;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4391;3995405;Andrena alfkenella;;Blanokøídlí;Pádr Zdenìk;19880101;19881231;;993234;PR Divoká Šárka;5951;Liboc;-749938;-1041028;PÁDR Z. (1988) Vyhodnocení blanokøídlích v CHN Divoká Šárka.;0;;;;;;;0;nekvantif.;;;;Inventarizace MZCHÚ;Inventarizace-Fišerová;ISOP Admin;0;;;;;;;;;;270;568;20081217
4392;3848985;Andrena wolkella;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4393;3848984;Andrena subopaca;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4394;3848983;Andrena rosae;pískorypka nachová;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;CR;;;203;1072;20081217
4395;3848982;Andrena proxima;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;DD;;;203;1072;20081217
4396;3848981;Andrena potentillae;pískorypka mochnová;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;VU;;;203;1072;20081217
4397;3848980;Andrena praecox;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4398;3848979;Andrena nigroaenea;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4399;3848978;Andrena minutuloides;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4400;3848977;Andrena labiata;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4401;3848976;Andrena helvola;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4402;3848975;Andrena haemorrhoa;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4403;3848974;Andrena flavipes;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4404;3848973;Andrena fuscipes;pískorypka vøesová;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;NT;;;203;1072;20081217
4405;3848972;Andrena fucata;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4406;3848971;Andrena florea;pískorypka posedová;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;VU;;;203;1072;20081217
4407;3848970;Andrena ferox;pískorypka dubová;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;EN;;;203;1072;20081217
4408;3848969;Andrena combunata;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4409;3848968;Andrena chrysopyga;pískorypka zlatoøitná;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;VU;;;203;1072;20081217
4410;3848967;Andrena bicolor;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4411;3848966;Andrena barbilabris;;Blanokøídlí;Pádr Zdenìk;19890101;19901031;;1011519;PR Roztockı háj - Tiché údolí;5852;Roztoky u Prahy;-744020;-1036132;PÁDR Z. (1990) Pøírodovìdecká inventarizace vıskytu blanokøídlıch na chránìnıch územích Tiché údolí a Roztockı háj.;0;;;;;;;0;nekvantifikováno;;;;Inventarizace MZCHÚ;Inventarizace-Volfová;ISOP Admin;0;;;;;;;;;;203;1072;20081217
4412;3835537;Andrena sp.;;Blanokøídlí;Pecina Pavel;19790101;19791231;;1011628;PR Lhotecké stránì;6157;Nová Lhota;-683784;-1073800;PECINA P. (1980) Pøíspìvek k faunistice navrhované státní pøírodní rezervace Lhotecká stráò (zoolog. inv. prùzkum).;0;;;;;;;0;;;;;Inventarizace MZCHÚ;Inventarizace-Stybrova;ISOP Admin;0;;;;;;;;;;354;375;20081217
4413;3835349;Andrena nigroaenea;;Blanokøídlí;Pipek Petr;19810614;19810614;;1011591;PR Kulivá hora;6051;Tøebotov;-754580;-1055040;PIPEK P. (1981) Vısledky lepidoptrického vızkumu v SPR, Hymenoptera.;0;1;;jedinci;;;;0;samièka;;;;Inventarizace MZCHÚ;Inventarizace-Stybrova;ISOP Admin;1;;;Garantováno;;;;;;;285;490;20081217
4414;3782430;Andrena ventralis;pískorypka svìtloústá;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;3;0;samci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;NT;;;512;1771;20081125
4415;3782429;Andrena tscheki;pískorypka jarní;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;7;0;samci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;VU;;;512;1771;20081125
4416;3782428;Andrena pusilla;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;1;0;samice;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4417;3782427;Andrena nigroaenea;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;4;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4418;3782426;Andrena mitis;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;1;0;samice;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;NT;;;512;1771;20081125
4419;3782425;Andrena minutula;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;16;0;samice;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4420;3782424;Andrena haemorrhoa;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;2;0;samci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4421;3782423;Andrena gravida;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;1;0;samice;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4422;3782422;Andrena fulva;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;1;0;samci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4423;3782421;Andrena flavipes;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;1;0;samci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
4424;3782420;Andrena dorsata;;Blanokøídlí;Straka Jakub;20080330;20080413;;1001587;NPR Dìvín-Kotel-Soutìska;7165;Klentnice;-599822;-1197757;STRAKA J., BATELKA J. (2008) Blanokøídlí (Hymenoptera: Andrenidae, Halictidae) CHKO Pálava.;0;4;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Dedek Pavel;1;;;Garantováno;;;;;;;512;1771;20081125
