PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
1437;53013734;Andrena flavipes;;Blanokøídlí;Peksa O.;20000420;20000420;;8649102;Podboøany;5746;Podboøany;-811938.36;-1017089.06;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1438;53013714;Andrena viridescens;pískorypka rozrazilová;Blanokøídlí;Horák J.;20170101;20171231;;8649098;Plzeòská, Nad Kalvárií;5951;Motol;-750067.35;-1044292.23;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1439;53013705;Andrena subopaca;;Blanokøídlí;Horák J.;20100101;20101231;;8649097;Plchovice;5963;Plchovice;-618391.02;-1063404.31;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1440;53013704;Andrena proxima;;Blanokøídlí;Horák J.;20100101;20101231;;8649097;Plchovice;5963;Plchovice;-618391.02;-1063404.31;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;DD;;;;1;20220823
1441;53013703;Andrena helvola;;Blanokøídlí;Horák J.;20100101;20101231;;8649097;Plchovice;5963;Plchovice;-618391.02;-1063404.31;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1442;53013702;Andrena falsifica;;Blanokøídlí;Horák J.;20100101;20101231;;8649097;Plchovice;5963;Plchovice;-618391.02;-1063404.31;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1443;53013696;Andrena varians;;Blanokøídlí;Heneberg P.;20160403;20160406;;8649095;Plenkovice, První rybník;7062;Plenkovice;-645564.7;-1186346.7;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1444;53013695;Andrena tibialis;;Blanokøídlí;Heneberg P.;20160403;20160406;;8649095;Plenkovice, První rybník;7062;Plenkovice;-645564.7;-1186346.7;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1445;53013667;Andrena wilkella;;Blanokøídlí;Bogusch P.;20040530;20040530;;8649090;Píseènı vrch;5349;Teplice;-774528.75;-976706.26;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1446;53013666;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Bogusch P.;20040530;20040530;;8649090;Píseènı vrch;5349;Teplice;-774528.75;-976706.26;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1447;53013648;Andrena polita;pískorypka hnìdolesklá;Blanokøídlí;Marhoul P.;20090723;20090723;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1448;53013647;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Marhoul P.;20090723;20090723;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1449;53013640;Andrena decipiens;pískorypka podobná;Blanokøídlí;Marhoul P.;20090419;20090419;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;CR;;;;1;20220823
1450;53013582;Andrena subopaca;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1451;53013581;Andrena strohmella;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1452;53013580;Andrena polita;pískorypka hnìdolesklá;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1453;53013579;Andrena nitidiuscula;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1454;53013578;Andrena nitida;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1455;53013577;Andrena nigroaenea;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1456;53013576;Andrena minutula;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1457;53013575;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1458;53013574;Andrena chrysosceles;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1459;53013573;Andrena haemorrhoa;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1460;53013572;Andrena gravida;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1461;53013571;Andrena flavipes;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1462;53013570;Andrena falsifica;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1463;53013569;Andrena dorsata;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1464;53013568;Andrena decipiens;pískorypka podobná;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;CR;;;;1;20220823
1465;53013567;Andrena congruens;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1466;53013566;Andrena bicolor;;Blanokøídlí;Marhoul P.;20090101;20091231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1467;53013561;Andrena floricola;pískorypka kvìtomilná;Blanokøídlí;Marhoul P.;20080701;20080701;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;VU;;;;1;20220823
1468;53013559;Andrena wilkella;;Blanokøídlí;Marhoul P.;20080611;20080611;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1469;53013558;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Marhoul P.;20080611;20080611;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1470;53013557;Andrena combinata;pískorypka bìloteèná;Blanokøídlí;Marhoul P.;20080611;20080611;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;EN;;;;1;20220823
1471;53013529;Andrena wilkella;;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1472;53013528;Andrena nitidiuscula;;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1473;53013527;Andrena minutuloides;;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1474;53013526;Andrena labialis;pískorypka zrnitá;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1475;53013525;Andrena floricola;pískorypka kvìtomilná;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;VU;;;;1;20220823
1476;53013524;Andrena flavipes;;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1477;53013523;Andrena combinata;pískorypka bìloteèná;Blanokøídlí;Marhoul P.;20080101;20081231;;8649088;Patokryje, stránì;5548;Patokryje;-786859.23;-990421.07;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;EN;;;;1;20220823
1478;53013522;Andrena strohmella;;Blanokøídlí;Bogusch P.;20000414;20000414;;8649087;Paštiky, lom;6549;Bezdìdovice;-790160;-1108784.62;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1479;53013521;Andrena minutula;;Blanokøídlí;Bogusch P.;20000414;20000414;;8649087;Paštiky, lom;6549;Bezdìdovice;-790160;-1108784.62;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1480;53013520;Andrena ruficrus;pískorypka pøedjarní;Blanokøídlí;Bogusch P.;20000325;20000325;;8649087;Paštiky, lom;6549;Bezdìdovice;-790160;-1108784.62;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;NT;;;;1;20220823
1481;53013519;Andrena clarkella;;Blanokøídlí;Bogusch P.;20000325;20000325;;8649087;Paštiky, lom;6549;Bezdìdovice;-790160;-1108784.62;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1482;53013518;Andrena bicolor;;Blanokøídlí;Bogusch P.;20000325;20000325;;8649087;Paštiky, lom;6549;Bezdìdovice;-790160;-1108784.62;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1483;53013512;Andrena carantonica;;Blanokøídlí;Bogusch P.;20080423;20080423;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1484;53013479;Andrena dorsata;;Blanokøídlí;Bogusch P.;20070611;20070611;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1485;53013459;Andrena symphyti;pískorypka kostivalová;Blanokøídlí;Bogusch P.;20070519;20070520;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;1;20220823
1486;53013458;Andrena subopaca;;Blanokøídlí;Bogusch P.;20070519;20070520;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1487;53013457;Andrena minutula;;Blanokøídlí;Bogusch P.;20070519;20070520;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1488;53013446;Andrena symphyti;pískorypka kostivalová;Blanokøídlí;Bogusch P.;20070513;20070513;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;1;20220823
1489;53013445;Andrena subopaca;;Blanokøídlí;Bogusch P.;20070513;20070513;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1490;53013444;Andrena helvola;;Blanokøídlí;Bogusch P.;20070513;20070513;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1491;53013434;Andrena symphyti;pískorypka kostivalová;Blanokøídlí;Bogusch P.;20070511;20070511;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;VU;;;;1;20220823
1492;53013433;Andrena minutula;;Blanokøídlí;Bogusch P.;20070511;20070511;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1493;53013424;Andrena pusilla;;Blanokøídlí;Bogusch P.;20070501;20070501;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1494;53013423;Andrena helvola;;Blanokøídlí;Bogusch P.;20070501;20070501;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1495;53013416;Andrena ventralis;pískorypka svìtloústá;Blanokøídlí;Bogusch P.;20070420;20070420;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20220823
1496;53013415;Andrena subopaca;;Blanokøídlí;Bogusch P.;20070420;20070420;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1497;53013414;Andrena carantonica;;Blanokøídlí;Bogusch P.;20070420;20070420;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1498;53013412;Andrena helvola;;Blanokøídlí;Bogusch P.;20070417;20070417;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1499;53013404;Andrena helvola;;Blanokøídlí;Bogusch P.;20070414;20070414;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1500;53013401;Andrena strohmella;;Blanokøídlí;Bogusch P.;20070410;20070410;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1501;53013400;Andrena helvola;;Blanokøídlí;Bogusch P.;20070410;20070410;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1502;53013399;Andrena haemorrhoa;;Blanokøídlí;Bogusch P.;20070410;20070410;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1503;53013395;Andrena ventralis;pískorypka svìtloústá;Blanokøídlí;Bogusch P.;20070402;20070402;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;vìrohodnı záznam;;Návrh validace;;;;NT;;;;1;20220823
1504;53013393;Andrena taraxaci;;Blanokøídlí;Bogusch P.;20070326;20070326;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1505;53013392;Andrena strohmella;;Blanokøídlí;Bogusch P.;20070326;20070326;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
1506;53013391;Andrena praecox;;Blanokøídlí;Bogusch P.;20070326;20070326;;8649084;Pardubice, Polabiny;5960;Pardubice;-648103.27;-1059384.35;BOGUSCH P. (2022) Kartotéka nálezù Hymenoptera.;0;;0;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Importy nálezù hmyzu;Hejda Radek;0;;;;;;;;;;;1;20220823
